Date,Timestamp,Total,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
5/29/2020,00,38019.818222271446,77.70103359033263,888.93115234375,5.264440726819703,279.5832762651338,1340.363015913238,421.06941974672884,162.88188020237024,301.48929727963537,363.79716547373465,327.6719667293884,112.5557785799007,1003.8781013178084,2776.941276091048,1020.868954470564,371.29292924289024,93.80095973389432,461.12217330003637,952.2841630722188,5.8499702811577015,279.4523719598878,1805.7650393322272,280.9890405612738,341.7294578106202,6.20274777646744,1187.6124369634385,170.44742554511419,70.3147860664389,11.433649200706869,38.27172300132581,1060.6225334449325,306.9484721694831,80.24752767119388,259.0171170089632,2326.220567747927,280.5070554750891,198.03117423854758,277.78095322362657,967.419629479608,56.35368276094899,329.54074550678916,267.9002166855053,208.31863883656865,386.20629865209366,291.23140065071664,64.12225457216982,417.7195643782112,349.7570238982135,79.49397579761164,22.06970211863929,214.97091522624916,10.739853782955427,120.4715467257425,37.20285574336853,1616.2238108775614,118.43992820662572,295.25988582461224,202.34469740590526,733.5255246525768,702.9715164213031,870.491177190621,279.34421662267624,155.2118760182556,2637.180172153633,35.19516169094899,435.8227051057971,180.70372691247658,347.8203227172809,1276.000993812456,2271.154774534225,1048.0837947141451,56.166305371579035,106.82990871467764,33.58027400518446,473.642860515058,128.11612831578898,243.24912211472943
5/29/2020,01,37648.72893757265,79.88429988619204,888.93115234375,5.124376402440324,276.9820809234254,1308.5663830782626,412.71060069885885,149.89751265504518,296.10524676872905,368.0885004281369,326.14047264457383,107.47091029382672,1007.8876461928273,2748.392642325284,1018.4904616762976,486.6123008519799,91.65619557194599,464.75797652132144,935.864357528342,5.467421670629591,275.228191487746,1791.0462845054155,281.0164207980185,562.1239654576274,5.459099646581167,1136.9935576170708,159.26696043127257,70.21684852554804,7.951091621810474,23.744519979231033,1035.4921172110955,293.9497110380771,76.61753329783802,258.4130050581081,2311.214492379718,282.7275459575781,200.3662171449087,277.6835481928529,949.61465255776,43.6141415718834,304.1640093304662,259.8640248960809,212.17166317550902,361.1421095410733,282.29569960288444,58.78075926502417,433.54978589810776,349.67212835941183,79.84856100871723,21.42760866098983,210.80258511728826,10.263558868584317,120.72805462407258,35.53128169750421,1536.1913532709461,117.42412468626028,281.34323202707037,211.81293167040317,676.342680290214,698.3536315465947,855.2932406676175,282.5480756195059,138.3132323983523,2625.411879095289,37.13190252013567,432.3070044280377,177.25623698185046,343.8326114449321,1244.7260287806982,2230.2323014657286,1018.2072645522965,59.01335231332301,105.62573335591513,32.947279041214124,440.521290182586,115.04263902455637,226.83863922138372
5/29/2020,02,37440.70243799056,76.7949656950876,888.93115234375,4.7850389986150095,277.2311166434108,1279.4064178175647,422.44511240463936,139.65645509701724,291.4034312347528,380.7634165765686,316.2699821669632,109.60412536640713,995.7765833961937,2738.4861505665413,1011.4399988210204,697.9831252002155,90.9988603486912,480.0136000869564,877.1222547473413,4.954202402070594,265.70200817244324,1765.5661980556936,282.09869080350114,796.0255539681433,5.566546642692467,1117.1339118380195,157.5599834670279,70.44812116644927,8.050770274240406,27.57443701137689,1034.5866657986194,291.56509435796033,66.9268234881435,251.28553979953307,2321.4724513337706,278.19509414784716,196.1645861258824,278.84162674643926,943.5721152121193,39.67466016646319,271.5955095970293,246.4836325625935,213.316451579208,351.6851354871814,264.16951275354455,59.300795565513155,356.3127947308915,323.89048142198016,81.26239086889602,24.7494502418888,214.55235207808516,9.523847700692494,121.12835887779131,34.428626454512326,1488.1991985008424,103.43518730844494,276.13113790165625,217.67753422831302,673.0152757025547,669.5771729991827,900.6109524101818,275.3780543982154,121.9876590655522,2620.1441417600604,36.20819767677335,424.8415868755454,181.7155289830363,344.04980298853326,1240.7764521992551,2181.9420525692503,984.9292642227948,58.776568518720744,74.1787807638716,33.48853416446895,423.57659202296065,45.89103472862335,209.6955195917573
5/29/2020,03,36553.47253474434,74.07275543374094,888.93115234375,4.8387527306265445,271.307130131268,1275.91363792661,413.20818181101373,143.1854657936219,276.58552699384154,330.408060628603,316.9033394433925,104.22252747851307,992.5292674241916,2671.9850935091,1009.3789668969988,393.2599195154277,91.2749927763208,470.7883735245045,848.2635695346364,6.585264485849483,260.6254461003791,1747.478515034557,284.1273631589199,694.1324648797653,5.681917507657932,1108.4923307613274,156.79181079779468,70.7274771560678,7.793541035832927,27.59738398750064,1037.490294094633,287.23786703549587,68.77737614424065,255.65287491387087,2339.8045805723928,276.9858310515889,194.8774593780064,278.3416248320469,818.1638981396711,38.533598620369894,245.4553799375702,257.0406491635292,214.3645976848344,347.43313668077417,234.81650123228638,58.76912215046653,349.120557427892,311.1817107300258,81.91563021587996,24.655170688653868,210.71571011903006,9.087378089792363,120.08250526483215,35.826934270842756,1499.7878960162675,89.56674883725495,269.26336506604616,219.95544366788727,691.0925290971544,666.5624300754114,915.3170335065506,271.1266089395063,109.54624473339442,2615.766820940273,36.18355460370697,424.47309634140083,177.40441537877362,353.97183623491867,1227.3102565520446,2204.769441562503,940.7726961099902,59.43767146332775,76.24648319862608,33.596600833798234,413.13465383898574,45.252433565827744,169.51365694013975
5/29/2020,04,36235.048760481535,76.63435715886946,888.93115234375,4.927235629172137,276.424660510606,1276.1227099079124,412.10173432002836,137.79034008420766,270.5780570032797,308.9945766244716,314.59553354625785,100.19333787558061,987.6103866706592,2618.642273099088,1006.8783694352252,370.6617923710107,91.11366924845508,471.5882847390647,852.8713532157096,5.541764942710733,255.49459587246966,1731.246845284285,285.43601759259917,686.4091519847053,5.593044806233845,1113.6103072216144,154.86856828893582,69.90999037944988,7.898534378424636,23.653369498031864,1015.5314883898263,282.75198736248495,68.25815447824286,249.00826695203781,2325.290234596966,270.5328830480451,198.14957305297818,277.2878323086945,795.5097412821683,36.3101880744691,223.0840422600829,259.76080427775616,217.9662785652317,348.2318455288716,201.8807025686007,55.36265559809561,349.2810025448177,314.2082735384819,80.0008839145047,27.95327648379025,212.80672601857543,9.628666456198811,109.70494277183785,29.211819274602238,1484.4000633373942,98.49872712294487,267.66639978091143,213.8686630647411,691.4887065362531,653.0272420861638,919.2589754401697,265.6597667092749,101.11405411225223,2628.3168753859763,36.176658331405605,433.36077840511877,169.92574251098216,324.47932553049543,1217.7036228230795,2240.2938361850693,942.1514661581664,59.15341090086452,74.99334277692006,32.68921965830148,401.0011876561803,63.97149050347905,151.81492208522067
5/29/2020,05,36403.153742566654,73.9817463335942,888.93115234375,4.987711303226976,262.5708400888348,1297.9538389223815,408.87704853428863,137.24569235273034,268.1804950591224,289.81504585525374,320.3781463086148,97.93342989209391,983.6580149702638,2665.5726827818794,1013.6362669857873,363.48025779361234,87.46912535706525,468.2228557394889,851.4524491251285,5.516201675931523,295.44678408875734,1749.3915810018784,285.48345821136763,739.2346626498141,5.455747588392012,1117.5684885936378,154.81313398382582,69.10528240761289,8.042859189058285,27.70734434949703,1025.429187854906,286.96157997985597,67.90483742642851,253.15916058153869,2342.9099451894062,270.5616248025662,195.5849253857296,278.3774976485244,800.1836561230076,35.176776174602864,215.9522909027782,260.59616265156603,213.28547112770318,329.92795881890254,201.96856044961154,59.201739583280705,346.87677037291144,314.77159359108526,80.76651531116904,27.02982391325029,259.60954807692264,9.407894876239244,109.17847221348515,36.3044156811499,1502.1599767656603,85.84163440331568,267.9138509457606,224.02238340277333,684.5503775610798,660.544173996291,921.9031469567976,268.5510699808727,98.76566982417604,2614.207078770105,39.628241428124774,445.6705175085865,172.0850808130743,327.547741459417,1229.1161280218296,2222.7726884277217,893.2686883960522,61.692697166261006,74.68463903620469,33.300973241803646,398.7569768660371,72.01573664195709,140.91551872924376
5/29/2020,06,36873.91251597983,74.18724332452555,888.93115234375,4.879905359469535,272.34486584163614,1292.5693465431011,411.00452166202757,137.5312651334566,266.26578219384885,281.573635519155,328.93059423603836,100.99372189826806,992.8866404443912,2737.4942645782817,1008.247783432908,360.1204253089116,87.31358778341,469.2502784945762,891.5834158928052,6.2773948556816626,262.7586475689597,1752.7962339340688,286.082436897442,722.2828206853834,13.146137431146872,1136.0453734432438,154.32876037266394,69.20557930546687,7.564691526922232,28.18031458786767,1046.2203956970177,280.73569183205,69.87567441225742,246.95559542968448,2301.0434196146284,270.5143209555551,365.0573549115282,277.90607461645243,884.9717013866531,38.718774044804064,216.70228122936686,236.56059296056983,208.23795424902082,332.2411223100345,195.2304231029192,57.21609466241165,350.21202210717155,480.8711414866018,77.00355562609901,34.578219139012944,221.65099013715283,22.461548207801666,115.9033459675047,27.692845176389213,1526.280306093131,114.39882236860771,270.0848221566844,237.5313653222747,689.4686802024969,665.8823418727916,906.2849619141168,268.12851289938226,96.11221272237995,2619.581059008221,40.64857085166996,463.813945246409,168.9861640695974,322.6552950276208,1222.6551208720175,2226.9240925919453,882.1409505210121,62.278744316709464,73.95023103412319,31.975448241704612,406.9458125335611,37.97526979477284,135.87182645652584
5/29/2020,07,37209.212807974014,74.02526090486054,888.93115234375,4.628004072771369,270.2566761653748,1278.6027724335192,417.20106006388414,134.23766681908094,258.9357562118067,276.81327386552624,324.6054243818427,104.05370599283512,982.6485844100816,2761.8490345107484,1006.198226224964,359.85035819774095,87.41075401169913,494.84266064351647,858.0241653074347,5.458119756816234,252.77626894432515,1749.8483233733093,285.7338397424904,704.2283821119956,6.8868151363164065,1144.355284293148,154.56099920875297,69.61400431730158,7.799268684324621,24.952575201097694,1016.3319556912444,309.3475150857665,67.89789673847054,251.73460301926895,2287.2149291557243,272.1567923504171,202.47917968447703,276.85030407159746,920.1759149625373,59.15686061798435,222.54619588374362,251.1780396551453,216.59574531585892,331.2979530305782,212.6922051458903,56.85616615239104,670.3782058599777,416.4629077054821,79.05218534311348,36.01719520551924,210.69491783368423,22.626704749624032,128.13309166882024,23.737704263050162,1505.2978802126113,97.48240554848002,267.97328371394457,239.04686778826385,694.2160020614143,685.6375732928426,909.1926488818277,269.1488389549903,94.74097088654354,2617.918666116262,40.796241363983626,487.53181913091834,169.06655916212762,323.1142097611072,1221.2917109679386,2222.640603569595,904.1242870278734,81.95816545582885,76.89200558739202,33.390640801650854,397.8774903021337,142.54321212755656,196.38713873703705
5/29/2020,08,37812.86374725074,231.40417156900003,888.93115234375,5.859144806497384,243.82406604024857,1298.5990017895551,414.78165435922296,135.00494186639298,237.5636957649632,270.5648879226446,348.2864508444813,104.70510814582177,974.1819607950674,2745.5715841717238,1012.3002451036392,358.5188201091893,130.6688085822671,523.6033447858687,855.1610569406552,4.203654071417162,241.9088532507466,1751.9714976219861,287.5674793586801,667.3306377962832,9.365347953598642,1165.1526621788694,256.8514670769527,70.96471847940721,7.861447704270692,27.32540268623807,1089.8052103793993,418.6006291211956,59.982696526173505,244.95637249254398,2333.629002071949,270.37858870720896,184.03387911767965,282.3125981814659,918.3413211810573,103.67524315790013,212.4190820766336,260.42575576952555,202.11082889271825,332.36071382342664,291.6407611807979,55.0866558228615,420.7202495224283,461.5519613531922,76.54640583252886,34.53272013690492,213.0812108477781,22.19660884431884,124.48675767328079,20.293276099548372,1551.4104918792345,85.33671193680745,286.37244921565565,234.50068866300361,719.2277080980954,667.6783491847531,925.0301976905253,272.5761511869424,95.0199399556403,2621.931203416685,39.91535315405135,553.8602268094673,145.80571656794484,316.03773532259163,1242.7043481366409,2287.3300760719503,873.1893358256514,63.148049937043545,163.59715714423245,33.070651253232064,415.9461888475991,142.4315835299495,173.5416404910805
5/29/2020,09,38462.742578589794,223.38821297543888,888.93115234375,5.250359212286689,130.09233116207548,1387.7965579796635,408.8073996006085,142.68919593450863,217.4644135644075,271.15936016225623,375.5126171239593,116.86370097867031,975.1050082856957,2807.736192602309,1027.3505084732244,532.0659805069971,111.82082023806059,526.2707307257391,853.7116255220845,2.8626937367371608,241.44270429998988,1784.9977991569729,185.1426329990706,858.7881915896547,7.962810582629554,1156.1769357011965,183.48317183181462,73.14197850557916,13.432136098008597,32.048330866152405,1066.086046652793,420.21133568107325,73.36322328046236,244.80923352328068,2379.8565892978477,265.4651507870549,190.48674309140912,287.2883910407993,946.7081213251927,101.21552128824354,218.6234727927253,144.82193946744596,207.13025068420842,378.5305020344521,325.4183604952243,32.110401438089944,410.674509236623,484.35250768874016,78.87501714602503,57.63479033962265,214.40768915609848,29.236871060178967,115.55907869387421,21.941941804834453,1616.0232845025287,97.92697306647092,318.08796960909444,201.11786312757243,736.2966888409488,673.2243133821655,937.7059559798143,282.08483659130235,102.95886855499441,2642.7451760150907,39.667224014020185,590.8434573820638,144.2468016789825,321.91960007924445,1235.950925567078,2347.3647424274704,962.8368013456984,58.601331830238436,106.49027225625885,31.46685428820139,452.1772329706781,120.2263822341144,206.4757820799299
5/29/2020,10,40072.026193485,202.75068741785358,888.93115234375,8.771166872081153,114.85261323554028,1452.7243411499114,404.07119266106173,155.4455554934495,198.39667783321926,288.7571963374462,402.7053132664278,108.53650432143029,995.5428902035028,2898.669529029274,1051.9022609892472,754.1622356905483,110.93858573426596,499.36226839083787,904.4353892218747,3.234946742521997,237.8264706253308,1811.2540139001126,129.5029944815018,852.6565524637068,15.001582315585294,1176.6296053666067,182.7755385667821,70.84687306332229,26.39320168430204,23.745397235812035,1118.3390119877763,393.5207339505398,72.68653024924792,281.1760018603291,2495.56824337535,268.32618327161515,224.63665783451984,275.5077267582768,985.6510617769084,172.36667843424522,241.4998142383745,131.4708177197608,211.06281169292046,352.0216745579734,370.57594999055686,32.89632543839077,398.08045368036034,532.6477974101289,82.57064072137159,54.44702012754747,212.0102266928328,35.54062279404564,125.11852721427802,42.36053101665444,1729.567091922176,120.57020845264674,631.1518226818223,242.7190182811583,734.7907259318156,696.0445036222193,947.457703932734,278.61640098999203,108.27605279637636,2642.3537907966324,42.575183589644325,586.1507278460298,162.6037263621592,336.8296893352089,1251.8496110415301,2359.9658078001803,1045.1228413768704,60.71065749968112,110.92169646832942,31.90411528557897,456.268892475533,128.6498455505397,286.02130001481925
